A1TR1LU2JSZLUL,000100039X,5
A19Y2SQBB57H3V,000100039X,5
A13H59BY7S1D73,000100039X,5
A3PBHTUHPWPQLR,000100039X,5
A2S8CVRI55WTB3,000100039X,3
ANTGGAQYPSWHF,000100039X,3
A1OY66GIJTJ3UH,000100039X,5
ADIDQRLLR4KBQ,000100039X,5
A3AW2ZG0GP4SKN,000100039X,5
AXFU7PQHDY56W,000100039X,5
A2OOKC2JGGDH3J,000100039X,5
A2X44AITMRTNC4,000100039X,5
A2GFJQAHE9KK4D,000100039X,5
A1GLBKIIMXFUWZ,000100039X,5
A3KYQVFCDG7CZE,000100039X,5
A3JVEZEL9C2DM5,000100039X,5
A6XOZ57L4K818,000100039X,5
A2XYIJ3P43CCHX,000100039X,5
A62MJBV7BCVP5,000100039X,3
A1US87MPNWWHTG,000100039X,5
A1CPZY40OVGX2X,000100039X,3
A20LN2D426LYO,000100039X,5
A17KSJ3MIYIEJV,000100039X,5
AU837CQMP7EDF,000100039X,5
AJM9SYHZQ0JPW,000100039X,5
A2MMON52VMO7NT,000100039X,5
AD0SN46N0HY79,000100039X,2
A2OT4W5B9AVE1K,000100039X,5
A3V0VM17I8TJ3G,000100039X,5
ALHGO2HPFTC2W,000100039X,5
AJG3H9IGTOALP,000100039X,5
A3I4DMTR15A6G0,000100039X,4
AWLCV8M0680FT,000100039X,5
A253OBOHIUGTMN,000100039X,5
A1I6CQYI2SZ4QY,000100039X,2
AR72Z89LACZ8Q,000100039X,3
AEKNHPTV4DFFI,000100039X,5
A1F3ZX3SCF99ZB,000100039X,5
A14A2VLURI8DGP,000100039X,1
A1A3CD95INYLUB,000100039X,5
AJRFZ0VZ0LD26,000100039X,5
AD6E4Y092Y4KP,000100039X,1
A3RTC17QVQGML7,000100039X,5
A3HCD8V6TW4DBV,000100039X,5
A36OJ0JV368512,000100039X,5
A281NPSIMI1C2R,000100039X,5
A2KTLCVR0ZYIF4,000100039X,5
A2Q41ZN25XIU8Q,000100039X,5
A1C9NH907F3RHE,000100039X,5
A3DZQU8NFA6Y29,000100039X,5
A1FV7XHRAB456M,000100039X,5
A2X3E8EU2KBVN8,000100039X,5
AMSSG5FPT8XMU,000100039X,5
A23IIHCRK4FLXL,000100039X,5
A6HZ4G4G5RWNK,000100039X,4
A2R64CR74I98K3,000100039X,5
A9JHTD9CXJTWY,000100039X,1
A2BKDIK5CUQ9EO,000100039X,5
AMKZHBOK7VMQR,000100039X,5
A3GEQ4VLQ0V0BY,000100039X,5
ALD1CRUBY1365,000100039X,1
AD4P3A4RHAZLM,000100039X,5
AKNSIRKVFVF8T,000100039X,5
A1B5EU2B276BMD,000100039X,5
A329GY0VUR837W,000100039X,4
A1CLZXW680PWBM,000100039X,5
AODR4OC90BBOJ,000100039X,4
AIH6COJTQX214,000100039X,5
A3IWHDMAUV8NBS,000100039X,5
A180GVXDR2TMAW,000100039X,5
A5H2BEB617RGT,000100039X,5
A3S2101EZICID2,000100039X,5
ANRE1BJ0Q4PLS,000100039X,5
A2RBNE5QGJ0GCU,000100039X,5
A9I4992F310FS,000100039X,5
AYRR08P3O4GAQ,000100039X,5
A2KF83ZHI268GI,000100039X,5
A1AKE9KBGVWRT6,000100039X,5
A1M4X8MMWRYBHR,000100039X,5
AACTGYBJPRGM6,000100039X,5
A3ORION69MKM9N,000100039X,5
AODS0MUDCCH2M,000100039X,5
A1NMACQTGPFZM9,000100039X,5
A2PSISIVHIQXW4,000100039X,5
A21X7PJN5UNVQ3,000100039X,5
ATABDROW6W60P,000100039X,5
A3GVV56KUJCKQ2,000100039X,5
A2SZXQTKS3SAF1,000100039X,3
A3SN6LXZ7MUW1I,000100039X,5
A9M5HF3HEUZ81,000100039X,5
AJ3J6EYVVIPVC,000100039X,5
A2JGDV0XUJAYB,000100039X,5
ALDRY40BPNY09,000100039X,3
AJ9HEBNNZWX21,000100039X,5
A2ENN52WQ2KLLX,000100039X,5
A2S763ZA0GJ9AP,000100039X,1
A3CQ6DAU7A8F5Y,000100039X,5
A1JYPDFD8QQLSC,000100039X,5
AERYN2WWAJ6E4,000100039X,5
AHD101501WCN1,000100039X,4
A3U5FCHWR87ALO,000100039X,5
ACYAR3H85K1U1,000100039X,5
A1XJOSJN6FHFO0,000100039X,5
A2AI9TKANWO9P,000100039X,5
A39LD9TRTM3E4H,000100039X,5
A2J4Y9TIF7V2UQ,000100039X,5
A3E3PIUBTU2RWT,000100039X,5
A1GE206ZS2TC0K,000100039X,1
A3FN2UNQ8HB2OA,000100039X,5
A372UKGN0YXF6L,000100039X,5
A2RLUYANW8X4LR,000100039X,5
A2FDZMBZFK56EN,000100039X,5
A3QLVDT2LEJ7YB,000100039X,5
A3R8PXSFGY9MC2,000100039X,5
A3PWQXWI2JT2CN,000100039X,5
AQS26F7R0KP2I,000100039X,5
A34MVXQFIOGC4F,000100039X,5
AG00N6NZF1K9S,000100039X,3
A2UTKYA2U8542F,000100039X,5
A30ZE8MPB9FDV9,000100039X,5
A3JOUMX449GXQ5,000100039X,5
A2SJY22RZK08DU,000100039X,5
A145ZPHZ2W33Z1,000100039X,5
A3CZ6FY16GDM0Y,000100039X,5
A2Q4HZUGLXP6F1,000100039X,5
A3SGEA0N8OU613,000100039X,4
A1NGIUZJ9KFRV3,000100039X,5
AUGZ7EUD67ROM,000100039X,5
A3AKZ17Y3FK7QW,000100039X,3
A2EPG54INKRW25,000100039X,5
A1DW9QEARBGRFO,000100039X,4
AKZHWD443PALF,000100039X,5
AMRTYYEX8JCBA,000100039X,5
A2AAW8SG77NY9I,000100039X,5
A3UJJOYII5RF9J,000100039X,5
ASNP7RXRZFQAA,000100039X,5
A278FM2WAUBK4G,000100039X,5
A3V4MSIGFG6XEY,000100039X,5
A1IWVIOBEMZ5OQ,000100039X,5
AF4QKY2R2TD3U,000100039X,5
AWTQZWBDCE0RD,000100039X,5
A1EARLT1E9OCHY,000100039X,4
A2DCMY3YS8YCHV,000100039X,5
A27K3QNWUJ1MKH,000100039X,4
A32IIOV1S70N9K,000100039X,5
A1ZG959YE4PAOR,000100039X,4
A25TCHF9QJDYHC,000100039X,5
A2E26N6KPFT2MY,000100039X,5
A5M9STIJ18LR8,000100039X,5
A16Z69I3DMMF65,000100039X,5
A1B9HKF0O0AX4G,000100039X,5
A1RNGMC9YD71QA,000100039X,5
A1UOY5B3QK0UUK,000100039X,5
A29XRHTB9MGKRD,000100039X,5
A1WCJ00IPI2QFJ,000100039X,5
A2JFG0J3E30JP7,000100039X,5
A1MW9VL00XZD0Z,000100039X,5
A2W4D33MLT90IN,000100039X,5
A3SMT15X2QVUR8,000100039X,5
ATG2BUDIYCRXZ,000100039X,5
A3D7L0R1281COX,000100039X,5
AM4MO8W58U45D,000100039X,5
A25KJYDFUV2PI3,000100039X,5
A1EHRA2VVXNUQP,000100039X,5
A3B3IB8CRSNCG0,000100039X,5
A1GCZVXU1F4F3S,000100039X,5
A27XUU2DXILHYZ,000100039X,1
A1V0XL4QZDKM9G,000100039X,5
A1DYXCF4148PJT,000100039X,5
AH4G78YGM7K7T,000100039X,5
A119G0TCHUGMRI,000100039X,5
AQYCHSK4B7VNV,000100039X,5
AW2IOKTTCN9LH,000100039X,4
A1CK5ZLIC706VI,000100039X,5
A1QK7T40HIQF4S,000100039X,5
A1BC4GPH9LBSNR,000100039X,5
A2INDDW3XYFFV1,000100039X,5
A2BBYZPAYR6NV6,000100039X,5
AXU973Y796R6T,000100039X,5
AN994Y9Z9GRP3,000100039X,5
ABNUV9H03OP9G,000100039X,5
A3JVHGHLD8BC9E,000100039X,5
AAG231B9RSSIN,1001787,4
A3D5TPWDHPOUZF,1006002,4
A2DJV5P2NTWEK0,1006657,5
A2488IN1PG6AEC,1006657,5
A242L80NBZUFZE,1018043,5
A2DG0VEMA9KN22,1018043,5
A1PXA2OIOM1088,1018043,5
A3NKD7IWQW1Y5T,1018043,5
A29ON7RAVEIU4P,1018043,5
AOFXVRS55WXTH,1018043,5
A2T2UFH5DAEY7Y,1019880,5
A37QNKUCOCBEAC,1019880,5
A2TAYUWJGEOT8W,000102521X,5
A1UF72FGY08K6V,000102521X,5
A39J92OJUYHVNK,000102521X,4
A1NA603N9BJHLU,1026038,5
A319KYEIAZ3SON,1035649,5
ANIMV3SPDD8SH,1042335,5
A18J1IH6920OXC,1047566,4
A1YF0SKMGV2BIL,1048236,5
A2M4YJ7ANBGYKD,1048775,2
A2OWKKWV917X9X,1048791,5
A2QTFB4KIJUXCQ,1048813,5
A271FVJ9NXP2NL,1053396,4
A1N2D7LLBAY25B,1053655,5
A19BR472QNG2AU,1053655,1
A259F4J3QOBIUH,1053744,5
A3JD7EO66IBTO,1055178,3
A177RENQJIMMR9,1055178,4
AI4MUD97FH6G2,1055178,2
ATWVC3WQOZSFS,1055178,3
ATHGHOUYJXDME,1055178,3
A3VIOCJZ22JZXT,1055178,5
A3NXOWJGXF1J01,1055178,3
ACH1LGM2032QV,1055178,4
A940CJE4B0AJ8,1055178,4
A320LIXK6PEICJ,1055178,2
A1SR3FX1EPWDB9,1055178,2
A1V3S3Y5KAPPZW,1055178,4
A14CC5FIPR5YVF,1055178,4
AIWFNXBY3B7TM,1055178,4
A1J0BAE8ZON4PZ,1055178,4
A19D816DMGI44L,1055178,5
A1Z1YNKLZHNCJ1,1055178,4
A2Z28X7VM4FXNP,1055178,4
A12RI2CLUGCZ26,1055178,4
AJODIMJX61856,1055178,4
A194JOM5WOZAWA,1055178,3
A1B9VX6MZ0MZ1T,1055178,2
A37F1G84K35FCZ,1055178,4
A372BPDH0UAGNR,1056107,5
A1AF30H2MPOO9,1056530,4
A3QIVQ3SKET6TW,1056530,4
AONMTGS00YTK7,1057138,5
ADDB0Y73L2CHU,1057146,3
ADDB0Y73L2CHU,1057170,3
A1CUCKRYAXFH1C,1057324,5
A2T5RBN49FVXZX,1057324,4
A2TAEHWKIREZP9,1061100,5
A1H01R0MEDEUC6,1061100,5
A373Y963BD0M2L,1061127,5
A142EFCHX4ZJ31,1061127,5
A25DDPF5TGEJT9,1061127,5
A1MV6SMIRQ5YU7,1062395,5
A12UFE6RPVTZJT,1064487,4
A3GFXEFR8FDX6P,1064487,5
A17K364R0ETIJJ,1064487,5
A1V9HZP9ONKV78,1064487,5
A53ZWHWGLPZQV,1072986,5
A3F1VVP8RKWFC,1127748,5
A1VBWYIOZQQIDQ,1148427,5
A15E0ZBE01DCDH,1203010,5
A2JS5MT00ZNGA2,1203088,5
A3ECAVKWPB26HV,1360000,5
A1X8NF7TFIS9JK,1360000,5
A2UWXENSTT4WX3,1360183,5
A2L7N2U5Z316ZE,1360779,5
A1A9TCMHX5S50F,1361139,3
A1DUVP6304O0K9,1361155,5
A218YZQCYF04RH,1361155,5
A1T117EHSDFA1P,1361155,5
AAZGR3ZAR591U,1361155,5
